8
0   0   0   0   0   0   0   0   -0.08
-5.12	0	-0.02	0	-3.78	0.84	-0.02	0.84	-4.63
-4.12	-0.58	0.74	-0.58	-4.79	-0.40	0.74	-0.40	-4.63
-4.12	0.58	-0.72	0.58	-4.79	-0.44	-0.72	-0.44	-4.63
