8
0   0   0   0   0   0   0   0   0
-3.46	0.00	-0.01	0.00	-3.30	0.10	-0.01	0.10	-3.42
-3.34	-0.07	0.09	-0.07	-3.43	-0.04	0.09	-0.04	-3.42
-3.35	0.07	-0.08	0.07	-3.42	-0.06	-0.08	-0.06	-3.42
